scientific name,common name
Reynoutria japonica,huzhang
Reynoutria japonica,itadori
Nyctixalus margaritifer,Java Indonesian treefrog
Polypedates macrotis,Bongao bubble-nest frog
Polypedates macrotis,dark-eared treefrog
Polypedates macrotis,forest bush frog
Ghatixalus variabilis,green frog of the Neelgherries
Ipomoea horsfalliae,Kuhio-vine
Ipomoea horsfalliae,prince's vine
Persoonia longifolia,snottygobble
Clerodendrum floribundum,lolly bush
Clerodendrum floribundum,thurkoo
Micropterus salmoides salmoides,northern largemouth blackbass
Lilium distichum,chosen kuruma yuri
Lilium distichum,dong bei bai he
Lilium distichum,kochang lily
Gymnosporia cassinoides,peralillo
Rhombosoleidae,southern flounders
Silene conoidea,large sand catchfly
Silene conoidea,mai ping cao
Fraxinus berlandieriana,Mexican ash
Fraxinus berlandieriana,fresno
Fraxinus bungeana,northern ash
Fraxinus bungeana,xiao ye qin
Fraxinus caroliniana,Carolina ash
Fraxinus caroliniana,Florida ash
Fraxinus caroliniana,pop ash
Fraxinus floribunda,Himalayan manna ash
Fraxinus floribunda,duo hua qin
Fraxinus papillosa,Chihuahua ash
Fraxinus paxiana,qin ling qin
Fraxinus sieboldiana,Chinese flowering ash
Fraxinus sieboldiana,lu shan qin
Fraxinus sieboldiana,maruba-aodamo
Fraxinus spaethiana,shioji
Fraxinus uhdei,shamel ash
Microkayla wettsteini,LaPlaca's Andes frog
Anser middendorffii,Middendorff's bean goose
Saxicola caprata,pied bush chat
Leptoderma lubricum,namera-iwashi
Leptoderma retropinna,yase-namera-iwashi
Populus pruinosa,hui hu yang
Sesamia inferens,pink stem borer
Sesamia inferens,sugarcane pink borer
Oxyurichthys papuensis,spangled arrowfin goby
Rhacophorus hungfuensis,Hongoshan whipping frog
Rhacophorus hungfuensis,Huangfu treefrog
Pycnonotus taivanus,Styan's bulbul
Pseudophryne corroboree,coroboree toadlet
Pseudophryne corroboree,southern corroboree frog
Bambusa oliveriana,bush bamboo
Bambusa oliveriana,wa-pyu-san
Apristurus platyrhynchus,flatnose catshark
Dasyatis ushiei,Ushi stingray
Hydrolagus trolli,Ray Troll's chimaera
Kiwa hirsuta,Yeti crab
Hemipristis elongata,fossil shark
Dipturus maugeanus,Maugean skate
Citrus hongheensis,Honghe papeda
Citrus hongheensis,alei
Hemitragus jemlahicus schaferi,eastern Himalayn tahr
Origanum dictamnus,Cretan dittany
Origanum dictamnus,hop marjoram
Osteobrama cotio,cotio
Osteobrama cotio cotio,cotio
Trimma okinawae,red-spotted dwarfgoby
Quercus ellipsoidalis,Northern pin oak
Clava multicornis,club-headed hydroid
Gorilla beringei,gorilla
Gorilla beringei,highland gorilla
Gorilla beringei,mountain gorilla
Thyrsites atun,barracouta
Acacia crassicarpa,brown salwood
Acacia crassicarpa,lancewood
Acacia crassicarpa,northern wattle
Dalbergia odorifera,fragrant rosewood
Thryssa baelama,hairfin anchovy
Thryssa baelama,little priest
Viola canina,dog violet
Viola canina,heath violet
Viola grayi,iso-sumire
Viola labradorica,alpine violet
Viola lactea,pale dog violet
Viola rosulata,long-spur violet
Hypoptopomatinae,armored catfish
Hypostominae,armored catfish
Neoplecostominae,armored catfish
Thalictrum pubescens,king-of-the-meadow
Thalictrum pubescens,tall meadow-rue
Anticollix sparsata,dentated pug
Virbia ferruginosa,five-spotted holomelina
Gyrinophilus palleucus,Big Mouth Cave salamander
Gyrinophilus palleucus,Sinking Cove cave salamander
Gyrinophilus palleucus,pale salamander
Combretum caffrum,Cape bush-willow
Combretum erythrophyllum,bush-willow
Combretum microphyllum,flamecreeper
Solidago lepida,western Canada goldenrod
Sternula albifrons,little tern
Megascops atricapilla,variable screech owl
Megascops hoyi,Hoy's screech-owl
Ptilopsis leucotis,white-faced scops-owl
Curcuma caesia,black zedoary
Cassia javanica,Javanese cassia
Cassia javanica,appleblossom shower
Cassia javanica,jointwood
Hypsiglena slevini,Baja California night snake
Crataegus chrysocarpa,fireberry hawthorn
Crataegus douglasii,black hawthorn
Crataegus erythropoda,Cerro hawthorn
Crataegus flabellata,fanleaf hawthorn
Crataegus irrasa,zigzagthorn
Crataegus macracantha,large-thorn haw
Crataegus pinnatifida,Chinese hawthorn
Crataegus pinnatifida,shan zha
Crataegus rufula,rusty hawthorn
Crataegus flava,summer hawthorn
Crataegus flava,yellow haw
Hisonotus aky,green hisonotus
Otocinclus affinis,dwarf sucking catfish
Otocinclus affinis,golden otocinclus
Ixinandria steinbachi,vieja de agua
Ambystoma bishopi,reticulated flatwoods salamander
Leptospermum laevigatum,Australian myrtle
Leptospermum laevigatum,coast teatree
Pocillopora ligulata,Hawaiian cauliflower coral
Pocillopora molokensis,Moloka'i cauliflower coral
Scutellaria viscidula,zhan mao huang qin
Brugmansia x candida,angel's-trumpet
Brugmansia x candida,floripondio
Austrochaperina robusta,pealing chirper
Austrochaperina robusta,robust frog
Microhyla achatina,Java chorus frog
Microhyla achatina,Javanese narrow-mouthed frog
Microhyla berdmorei,Berdmore's chorus frog
Microhyla berdmorei,Berdmore's narrow-mouthed frog
Macadamia tetraphylla,Queensland-nut
Macadamia tetraphylla,poppel nut
Macadamia tetraphylla,rough-shell Queensland-nut
Tandanus tandanus,Tandan catfish
Tandanus tandanus,dewfish
Tandanus tandanus,eeltail catfish
Tandanus tandanus,freshwater jewfish
Plantago hawaiensis,Hawai'i plantain
Plantago hawaiensis,laukahi kuahiwi
Plantago macrocarpa,seashore plantain
Plantago pachyphylla,Maui plantain
Plantago princeps,ale
Gammarus acherondytes,Illinois cave amphipod
Opuntia robusta,bartolona
Opuntia robusta,joconoxtle
Opuntia robusta,nopal camueso
Opuntia robusta,tuna bartolona
Opuntia robusta,tuna tapona
Opuntia robusta,wheel cactus
Glossina medicorum,tsetse fly
Glossina pallicera,tsetse fly
Callistoctopus minor,Korean common octopus
Quercus ilicifolia,bear oak
Salix sitchensis,Sitka willow
Salix sitchensis,velvet willow
Melaleuca cuticularis,salt water paperbark
Melaleuca halmaturorum,Kangaroo Island honey myrtle
Sewellia lineolata,reticulated hillstream loach
Pulvinaria regalis,horse chestnut scale
Fagopyrum dibotrys,jin qiao
Lycopus lucidus,di gua er miao
Lycopus lucidus,shiny bugleweed
Lycopus lucidus,shiro-ne
Sedum emarginatum,ao ye jing tian
Raiamas senegalensis,silver fish
Vaccinium oxycoccos,European cranberry
Vaccinium oxycoccos,mossberry
Crotalaria spectabilis,showy rattlebox
Haritalodes derogata,cotton leaf roller
Quercus macrocarpa,burr oak
Quercus macrocarpa,mossy-cup oak
Myosotis scorpioides,forget-me-not
Citrullus mucosospermus,egusi melon
Echinococcus equinus,horse tapeworm
Stylaster californicus,California hydrocoral
Ixeris repens,hamanigana
Indigofera spicata,creeping indigo
Raorchestes glandulosus,glandular bush frog
Raorchestes glandulosus,rough-skinned bush frog
Raorchestes beddomii,Beddome's bush frog
Raorchestes bombayensis,Castle Rock bush frog
Raorchestes bombayensis,Konkan bush frog
Raorchestes bombayensis,Maharashtra bush frog
Raorchestes travancoricus,Travancore bush frog
Raorchestes travancoricus,Travancore tree frog
Cetengraulis edentulus,tarpon fry
Cetengraulis edentulus,toothless anchovy
Cetengraulis edentulus,whalebone anchovy
Micropterus punctulatus punctulatus,northern spotted blackbass
Bolitoglossa robusta,ringtail salamander
Lampanyctus macdonaldi,rakery lanternfish
Coryphopterus tortugae,brindled goby
Ophiusa disjungens,guava moth
Ansonia siamensis,Thai steam toad
Linum catharticum,fairy flax
Linum catharticum,mountain flax
Quercus macranthera,Persian oak
Sachatamia ilex,ghost glass frog
Sachatamia albomaculata,ranita de vidrio
Sachatamia albomaculata,yellow-flecked glassfrog
Salix x pendulina,niobe willow
Symphyotrichum ciliolatum,fringed blue aster
Symphyotrichum lanceolatum,tall white aster
Symphyotrichum lateriflorum,calico aster
Symphyotrichum pilosum,Michaelmas daisy
Symphyotrichum pilosum,nailrod
Symphyotrichum pilosum,steelweed
Symphyotrichum pilosum,white oldfield aster
Lactuca canadensis,Canada wild lettuce
Pseudoalcippe abyssinica,Abyssinian hill-babbler
Ceutorhynchus scrobicollis,Univoltine root mining weevil
Ranunculus asiaticus,Asian buttercup
Ranunculus asiaticus,Persian crowfoot
Megastraea undosa,wavy turban
Sooretamys angouya,rat-headed rice rat
Astrochelys yniphora,angonoka
Astrochelys yniphora,ploughshare tortoise
Ambystoma macrodactylum croceum,Santa Cruz long-toed salamander
Plectorhinchus gibbosus,brown sweetlips
Plectorhinchus gibbosus,dusky sweetlips
Plectorhinchus gibbosus,gibbus sweetlips
Plectorhinchus gibbosus,gibbus thicklip
Phrynobatrachus gutturosus,Chabanaud's river frog
Neritina pulligera,dusky nerite
Microtus levis,southern vole
Coccus hesperidum,soft brown scale
Pulvinaria psidii,green shield scale
Coccus pseudomagnoliarum,citricola scale
Coccus pseudomagnoliarum,grey citrus scale
Bivetiella cancellata,cancellate nutmeg
Monoplex parthenopeus,hairy trumpet
Cymbium olla,Algarve volute
Cymbium olla,pata-del-burro
Caecilia volcani,Cocle caecilian
Oscaecilia ochrocephala,yellow-headed caecelian
Dasyatis say,bluntnose stingray
Thymbra capitata,Persian hyssop
Thymbra capitata,Spanish oregano
Thymbra capitata,conehead thyme
Phlomis fruticosa,Jerusalem sage
Chlorurus bowersi,orange-blotch parrotfish
Chlorurus japanensis,Japanese parrotfish
Chlorurus japanensis,pale bullethead parrotfish
Scarus altipinnis,highfinned parrotfish
Scarus tricolor,tricolor parrotfish
Rhinichthys sp. 'Millicoma dace',Millicoma dace
Foeniculum vulgare var. vulgare,bitter fennel
Tresus keenae,horse clam
Cypselurus poecilopterus,yellowfin flying fish
Pelates quadrilineatus,four-line trumpeter
Pelates quadrilineatus,four-lined grunter-perch
Pelates quadrilineatus,four-lined terapon
Pelates quadrilineatus,fourline grunter
Pelates quadrilineatus,fourline striped grunter
Pelates quadrilineatus,fourline trumpeter
Pelates quadrilineatus,red-mouthed tigerfish
Pelates quadrilineatus,squeaking perch
Pelates quadrilineatus,trumpeter perch
Gallirallus okinawae,Okinawa rail
Rallina eurizonoides,Slaty-legged crake
Garcinia indica,Goa butter
Garcinia indica,kokam
Hypselobarbus mussullah,humpback mahseer
Meuschenia australis,southern leatherjacket
Notolabrus fucicola,banded parrotfish
Notolabrus fucicola,purple wrasse
Iridosornis porphyrocephalus,Purplish mantled tanager
Neusticomys monticolus,Montane ichthyomyine
Hypseleotris sp. 'Midgley's carp gudgeon',Midgley's carp gudgeon
Prunus canescens,gray-leaf cherry
Suaeda californica,California seablite
Lophira alata,Azobe
Atelopus tricolor,three-colored stubfoot toad
Gryllotalpa pluvialis,common mole cricket
Cachryx defensor,Yucatan spinytail iguana
Ctenosaura clarki,Balsas armed lizard
Prunus triloba,yu ye mei
Chloropsis aurifrons,golden fronted leafbird
Bradypterus brunneus,brown emutail
Eremomela gregalis,yellow-rumped eremomela
Lioptilus nigricapillus,bush blackcap
Nesillas typica,Malagasy brush warbler
Nesillas typica,common tsikiriti
Abrothrix lanosus,woolly akodont
Paracobitis longicauda,Eastern crested loach
Thalasseus maximus,royal tern
Ferula kirialovii,kamol
Ferula kirialovii,kumot
Ferula kirialovii,lambutta
Nigella sativa,black-caraway
Nigella sativa,black-cumin
Sebastes fuscescens,black rockfish
Cakile lanceolata,searocket
Cyema atrum,bobtail eel
Desmodium canescens,hoary tick-trefoil
Desmodium cuspidatum,big tick-trefoil
Desmodium intortum,amor seco
Desmodium intortum,beggarlice
Erythrina fusca,ahuijote
Erythrina fusca,bucago
Erythrina fusca,gallito de pantano
Erythrina fusca,purple coraltree
Kennedia coccinea,coralvine
Kennedia nigricans,black coral-pea
Lespedeza bicolor,shrubby lespedeza
Heterotheca monarchensis,Monarch goldenaster
Liocarcinus vernalis,vernal crab
Ovis orientalis ophion,Cypriot mouflon
Puperita pupa,zebra nerite
Trachykele blondeli,powder worm beetle
Trachykele blondeli,western red cedar borer
Stevia serrata,sawtooth candyleaf
Citrus deliciosa,Italian tangerine
Citrus deliciosa,avana
Citrus deliciosa,gallego
Citrus deliciosa,mandarino
Crassostrea angulata,Portugese oyster
Hydrocoloeus minutus,little gull
Arborophila rufipectus,Sichuan hill partridge
Acanthopagrus chinshira,Okinawa-kichinu
Shorea albida,alan batu
Horabagrus nigricollaris,manjakoori
Horabagrus nigricollaris,sun catfish
Horabagrus nigricollaris,yellow catfish
Lophiocharon lithinostomus,marble-mouthed frogfish
Hapalocarcinus marsupialis,coral gall crab
Rubus hybrid cultivar,youngberry
Phoxinus steindachneri,Amur minnow
Onychoprion anaethetus,bridled tern
Thujopsis dolabrata var. hondae,hinoki-asunaro
Stichopus horrens,Selenka's sea cucumber
Synodontis batensoda,knock-a-knock postmaster
Synodontis batensoda,upside-down catfish
Agrostis perennans,autumn bent grass
Elymus macgregorii,early wild rye
Neoromicia nanus,banana pipistrelle
Rattus macleari,Maclear's rat
Rattus nativitatis,Christmas Island burrowing rat
Rattus nativitatis,bulldog rat
Diospyros ebenum,Ceylon ebony
Exothea paniculata,butter-bough
Exothea paniculata,inkwood
Glyphis glyphis,Bizant River shark
Glyphis glyphis,freshwater speartooth shark
Eremophila glabra,emu bush
Achalinus meiguensis,Szechwan odd-scaled snake
Lefua sp. (sensu Hosoya 1993),nagare-hotoke-dojo
Psammocora haimiana,Pitted Petaloid Coral
Blepsias cirrhosus,little dragon sculpin
Blepsias cirrhosus,silver spot
Arius maculatus,spotted sea catfish
Elaeagnus commutata,silverberry
Anguilla luzonensis,Philippine eel
Amietia dracomontana,Drakensberg frog
Amietia dracomontana,Sani Pass frog
Amietia umbraculata,umbraculate frog
Strongylopus wageri,Natal upland frog
Strongylopus wageri,plain stream frog
Ompok malabaricus,chottuvala
Lysmata californica,lined shrimp
Talisia esculenta,pitomba
Thymops birsteini,Patagonian lobsterette
Arthroleptis poecilonotus,mottled squeaker
Arthroleptis affinis,Ahl's squeaker
Arthroleptis francei,France's squeaker
Arthroleptis reichei,Poroto screeching frog
Arthroleptis reichei,Reiche's squeaker
Arthroleptis reichei,large-toed squeaker
Arthroleptis wahlbergii,Wahlberg's frog
Arthroleptis wahlbergii,bush squeaker
Arthroleptis xenodactylus,eastern squeaker
Hyperolius castaneus,brown reed frog
Hyperolius castaneus,montane reed frog
Lycodonomorphus rufulus,olive-brown water snake
Lycodonomorphus whytii,Whyte's water-snake
Aphyosemion herzogi,Herzog's killifish
Persea americana var. drymifolia,Mexican avocado
Persicaria bungeana,prickly smartweed
Persicaria decipiens,willow-weed
Persicaria odorata,Vietnamese coriander
Persicaria odorata,rau ram
Osteobrama belangeri,Manipur osteobrama
Osteobrama belangeri,kambalgi
Osteobrama belangeri,pengba
Osteobrama belangeri,pengha
Corydalis cava,hollowroot
Dicentra canadensis,squirrel-corn
Galium sylvaticum,Scotch-mist
Stellaria holostea,Easter-bell
Stellaria holostea,greater stichwort
Geranium molle,dovefoot geranium
Mytella charruana,Charru mussel
Brachaelurus waddi,brown catshark
Brachaelurus waddi,dusky dogfish
Melecta albifrons,Cuckoo bee
Elimia clenchi,Slackwater elimia
Tagelus plebeius,Stout tagelus
Raorchestes menglaensis,Zhishihe's bubble-nest frog
Hipposideros fuliginosus,sooty roundleaf bat
Hipposideros jonesi,Jones's roundleaf bat
Lomatium utriculatum,bladder-parsnip
Ardea pacifica,white-necked heron
Burhinus grallarius,beach thick-knee
Nanorana aenea,Doi Chang frog
Centropyge bispinosa,two-spined angelfish
Chaetodon wiebeli,Hongkong butterflyfish
Litsea aestivalis,pond-spice
Teucrium viscidum,xue jian chou
Abies lowiana,California white fir
Begonia x semperflorens-cultorum,bedding begonia
Begonia x semperflorens-cultorum,wax begonia
Rasbora lateristriata,sidestrap rasbora
Coregonus chadary,Chadary whitefish
Coregonus chadary,Khadary-whitefish
Hexanematichthys sagor,Sagor sea catfish
Hexanematichthys sagor,Sunda sea catfish
Hexanematichthys sagor,dusky catfish
Hemiarius sona,dusky catfish
Piliocolobus rufomitratus,Eastern red Colobus
Eucalyptus caesia,gungunnu
Eucalyptus caesia,silver princess
Eucalyptus miniata,woollybutt
Eucalyptus phoenicea,fiery gum
Eucalyptus phoenicea,ngainggar
Aspidosperma polyneuron,peroba
Bowdichia nitida,sapupira-da-mata
Bowdichia nitida,sebepira
Himantura undulata,Bleeker's variegated whipray
Himantura undulata,honeycomb whipray
Ompok pabda,Pabda catfish
Sillago analis,Tin Can Bay whiting
Sillago analis,golden lined whiting
Callianassa kraussi,pink ghost shrimp
Hypseleotris sp. 'Murray-Darling carp gudgeon',Murray-Darling carp gudgeon
Amblypharyngodon melettinus,silver carplet
Amblyeleotris periophthalma,broadbanded shrimpgoby
Amblyeleotris periophthalma,periophthalma prawn-goby
Cryptocentrus nigrocellatus,Blackspot shrimpgoby
Istigobius rigilius,rigilius goby
Capparis decidua,karira
Fejervarya pierrei,Pierre's wart frog
Gerres longirostris,strongspine silver-biddy
Gynura aurantiaca,purple velvetplant
Gynura aurantiaca,purple-passionvine
Eucalyptus nicholii,narrow-leaved peppermint
Eucalyptus nicholii,willow peppermint
Eucalyptus paniculata,grey ironbark
Eucalyptus robusta,swamp messmate
Eucalyptus robusta,swamp stringybark
Semaprochilodus taeniurus,flagtail characoid
Hedysarum alpinum var. americanum,liquorice-root
Bacteria Latreille et al. 1825,Bacteria stick insect
Euclichthys polynemus,bearded cod
Leptolobium nitens,congrio
Nidirana chapaensis,Chapa frog
Cryptobranchus alleganiensis alleganiensis,Allegheny hellbender
Stachytarpheta jamaicensis,Brazilian tea
Stachytarpheta jamaicensis,bastard vervain
Stachytarpheta jamaicensis,blue porterweed
Myotomys sloggetti,Sloggett's vlei rat
Odontophrynus carvalhoi,Carvalho's escuerzo
Odontophrynus cultripes,Rio Grande escuerzo
Proceratophrys moratoi,Botucatu escuerzo
Proceratophrys appendiculata,Guenther's smooth horned frog
Proceratophrys appendiculata,Gunther's horned frog
Proceratophrys appendiculata,Gunther's smooth horned frog
Symphurus thermophilus,volcano tonguefish
Sicydium punctatum,Antillian rockclimbing goby
