Ten-Year Age Groups Code,Year Code,UCD - Drug/Alcohol Induced Cause,Gender,Occurrence State,Deaths
55-64,2018,All other alcohol-induced causes,Female,Maine,16
55-64,2018,All other alcohol-induced causes,Female,Maryland,38
55-64,2018,All other alcohol-induced causes,Female,Massachusetts,68
55-64,2018,All other alcohol-induced causes,Female,Michigan,92
55-64,2018,All other alcohol-induced causes,Female,Minnesota,88
55-64,2018,All other alcohol-induced causes,Female,Mississippi,16
55-64,2018,All other alcohol-induced causes,Female,Missouri,59
55-64,2018,All other alcohol-induced causes,Female,Montana,22
55-64,2018,All other alcohol-induced causes,Female,Nebraska,27
55-64,2018,All other alcohol-induced causes,Female,Nevada,71
55-64,2018,All other alcohol-induced causes,Female,New Hampshire,27
55-64,2018,All other alcohol-induced causes,Female,New Jersey,65
55-64,2018,All other alcohol-induced causes,Female,New Mexico,43
55-64,2018,All other alcohol-induced causes,Female,New York,130
55-64,2018,All other alcohol-induced causes,Female,North Carolina,83
55-64,2018,All other alcohol-induced causes,Female,North Dakota,14
55-64,2018,All other alcohol-induced causes,Female,Ohio,123
55-64,2018,All other alcohol-induced causes,Female,Oklahoma,65
55-64,2018,All other alcohol-induced causes,Female,Oregon,102
55-64,2018,All other alcohol-induced causes,Female,Pennsylvania,75
55-64,2018,All other alcohol-induced causes,Female,Rhode Island,12
55-64,2018,All other alcohol-induced causes,Female,South Carolina,59
55-64,2018,All other alcohol-induced causes,Female,South Dakota,12
55-64,2018,All other alcohol-induced causes,Female,Tennessee,82
55-64,2018,All other alcohol-induced causes,Female,Texas,175
55-64,2018,All other alcohol-induced causes,Female,Utah,32
55-64,2018,All other alcohol-induced causes,Female,Vermont,13
55-64,2018,All other alcohol-induced causes,Female,Virginia,55
55-64,2018,All other alcohol-induced causes,Female,Washington,106
55-64,2018,All other alcohol-induced causes,Female,West Virginia,15
55-64,2018,All other alcohol-induced causes,Female,Wisconsin,64
55-64,2018,All other alcohol-induced causes,Female,Wyoming,10
55-64,2018,All other alcohol-induced causes,Male,Alabama,109
55-64,2018,All other alcohol-induced causes,Male,Alaska,32
55-64,2018,All other alcohol-induced causes,Male,Arizona,264
55-64,2018,All other alcohol-induced causes,Male,Arkansas,81
55-64,2018,All other alcohol-induced causes,Male,California,1199
55-64,2018,All other alcohol-induced causes,Male,Colorado,251
55-64,2018,All other alcohol-induced causes,Male,Connecticut,74
55-64,2018,All other alcohol-induced causes,Male,Delaware,19
55-64,2018,All other alcohol-induced causes,Male,District of Columbia,25
55-64,2018,All other alcohol-induced causes,Male,Florida,753
55-64,2018,All other alcohol-induced causes,Male,Georgia,230
55-64,2018,All other alcohol-induced causes,Male,Hawaii,32
55-64,2018,All other alcohol-induced causes,Male,Idaho,72
55-64,2018,All other alcohol-induced causes,Male,Illinois,319
55-64,2018,All other alcohol-induced causes,Male,Indiana,182
55-64,2018,All other alcohol-induced causes,Male,Iowa,113
55-64,2018,All other alcohol-induced causes,Male,Kansas,99
55-64,2018,All other alcohol-induced causes,Male,Kentucky,136
55-64,2018,All other alcohol-induced causes,Male,Louisiana,99
55-64,2018,All other alcohol-induced causes,Male,Maine,34
55-64,2018,All other alcohol-induced causes,Male,Maryland,99
55-64,2018,All other alcohol-induced causes,Male,Massachusetts,166
55-64,2018,All other alcohol-induced causes,Male,Michigan,282
55-64,2018,All other alcohol-induced causes,Male,Minnesota,169
55-64,2018,All other alcohol-induced causes,Male,Mississippi,67
55-64,2018,All other alcohol-induced causes,Male,Missouri,160
55-64,2018,All other alcohol-induced causes,Male,Montana,43
55-64,2018,All other alcohol-induced causes,Male,Nebraska,54
55-64,2018,All other alcohol-induced causes,Male,Nevada,129
55-64,2018,All other alcohol-induced causes,Male,New Hampshire,54
55-64,2018,All other alcohol-induced causes,Male,New Jersey,144
55-64,2018,All other alcohol-induced causes,Male,New Mexico,126
55-64,2018,All other alcohol-induced causes,Male,New York,428
55-64,2018,All other alcohol-induced causes,Male,North Carolina,297
55-64,2018,All other alcohol-induced causes,Male,North Dakota,33
55-64,2018,All other alcohol-induced causes,Male,Ohio,329
55-64,2018,All other alcohol-induced causes,Male,Oklahoma,142
55-64,2018,All other alcohol-induced causes,Male,Oregon,226
55-64,2018,All other alcohol-induced causes,Male,Pennsylvania,261
55-64,2018,All other alcohol-induced causes,Male,Rhode Island,40
55-64,2018,All other alcohol-induced causes,Male,South Carolina,160
55-64,2018,All other alcohol-induced causes,Male,South Dakota,39
55-64,2018,All other alcohol-induced causes,Male,Tennessee,278
55-64,2018,All other alcohol-induced causes,Male,Texas,592
55-64,2018,All other alcohol-induced causes,Male,Utah,61
55-64,2018,All other alcohol-induced causes,Male,Vermont,17
55-64,2018,All other alcohol-induced causes,Male,Virginia,207
55-64,2018,All other alcohol-induced causes,Male,Washington,280
55-64,2018,All other alcohol-induced causes,Male,West Virginia,67
55-64,2018,All other alcohol-induced causes,Male,Wisconsin,207
55-64,2018,All other alcohol-induced causes,Male,Wyoming,24
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Alabama,36
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Arizona,95
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Arkansas,30
55-64,2019,Drug poisonings (overdose) Unintentional,Female,California,366
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Colorado,64
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Connecticut,49
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Delaware,17
55-64,2019,Drug poisonings (overdose) Unintentional,Female,District of Columbia,33
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Florida,263
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Georgia,105
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Hawaii,12
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Idaho,21
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Illinois,147
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Indiana,87
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Iowa,14
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Kansas,25
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Kentucky,66
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Louisiana,55
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Maine,13
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Maryland,27
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Massachusetts,73
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Michigan,115
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Minnesota,28
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Mississippi,31
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Missouri,74
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Nevada,44
55-64,2019,Drug poisonings (overdose) Unintentional,Female,New Hampshire,19
55-64,2019,Drug poisonings (overdose) Unintentional,Female,New Jersey,121
55-64,2019,Drug poisonings (overdose) Unintentional,Female,New Mexico,32
55-64,2019,Drug poisonings (overdose) Unintentional,Female,New York,175
55-64,2019,Drug poisonings (overdose) Unintentional,Female,North Carolina,88
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Ohio,210
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Oklahoma,44
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Oregon,26
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Pennsylvania,207
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Rhode Island,15
55-64,2019,Drug poisonings (overdose) Unintentional,Female,South Carolina,70
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Tennessee,126
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Texas,173
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Utah,30
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Virginia,62
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Washington,82
55-64,2019,Drug poisonings (overdose) Unintentional,Female,West Virginia,33
55-64,2019,Drug poisonings (overdose) Unintentional,Female,Wisconsin,70
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Alabama,69
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Alaska,13
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Arizona,194
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Arkansas,21
55-64,2019,Drug poisonings (overdose) Unintentional,Male,California,927
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Colorado,98
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Connecticut,169
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Delaware,49
55-64,2019,Drug poisonings (overdose) Unintentional,Male,District of Columbia,83
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Florida,520
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Georgia,131
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Hawaii,59
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Idaho,25
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Illinois,363
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Indiana,136
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Iowa,41
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Kansas,44
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Kentucky,118
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Louisiana,129
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Maine,32
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Maryland,76
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Massachusetts,242
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Michigan,253
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Minnesota,73
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Mississippi,30
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Missouri,146
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Montana,11
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Nebraska,11
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Nevada,88
55-64,2019,Drug poisonings (overdose) Unintentional,Male,New Hampshire,29
55-64,2019,Drug poisonings (overdose) Unintentional,Male,New Jersey,326
55-64,2019,Drug poisonings (overdose) Unintentional,Male,New Mexico,63
55-64,2019,Drug poisonings (overdose) Unintentional,Male,New York,452
55-64,2019,Drug poisonings (overdose) Unintentional,Male,North Carolina,182
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Ohio,431
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Oklahoma,77
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Oregon,75
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Pennsylvania,456
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Rhode Island,35
55-64,2019,Drug poisonings (overdose) Unintentional,Male,South Carolina,112
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Tennessee,195
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Texas,360
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Utah,65
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Virginia,147
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Washington,156
55-64,2019,Drug poisonings (overdose) Unintentional,Male,West Virginia,84
55-64,2019,Drug poisonings (overdose) Unintentional,Male,Wisconsin,139
55-64,2019,Drug poisonings (overdose) Suicide,Female,Alabama,10
55-64,2019,Drug poisonings (overdose) Suicide,Female,Arizona,26
55-64,2019,Drug poisonings (overdose) Suicide,Female,California,61
55-64,2019,Drug poisonings (overdose) Suicide,Female,Colorado,24
55-64,2019,Drug poisonings (overdose) Suicide,Female,Connecticut,11
55-64,2019,Drug poisonings (overdose) Suicide,Female,Florida,63
55-64,2019,Drug poisonings (overdose) Suicide,Female,Georgia,11
55-64,2019,Drug poisonings (overdose) Suicide,Female,Illinois,20
55-64,2019,Drug poisonings (overdose) Suicide,Female,Indiana,11
55-64,2019,Drug poisonings (overdose) Suicide,Female,Maryland,12
55-64,2019,Drug poisonings (overdose) Suicide,Female,Massachusetts,18
55-64,2019,Drug poisonings (overdose) Suicide,Female,Michigan,30
55-64,2019,Drug poisonings (overdose) Suicide,Female,Minnesota,19
55-64,2019,Drug poisonings (overdose) Suicide,Female,Missouri,13
55-64,2019,Drug poisonings (overdose) Suicide,Female,Nevada,10
55-64,2019,Drug poisonings (overdose) Suicide,Female,New Jersey,11
55-64,2019,Drug poisonings (overdose) Suicide,Female,New York,24
55-64,2019,Drug poisonings (overdose) Suicide,Female,North Carolina,17
55-64,2019,Drug poisonings (overdose) Suicide,Female,Ohio,14
55-64,2019,Drug poisonings (overdose) Suicide,Female,Oklahoma,11
55-64,2019,Drug poisonings (overdose) Suicide,Female,Oregon,15
55-64,2019,Drug poisonings (overdose) Suicide,Female,Pennsylvania,25
55-64,2019,Drug poisonings (overdose) Suicide,Female,Texas,38
55-64,2019,Drug poisonings (overdose) Suicide,Female,Utah,14
55-64,2019,Drug poisonings (overdose) Suicide,Female,Virginia,16
55-64,2019,Drug poisonings (overdose) Suicide,Female,Washington,16
55-64,2019,Drug poisonings (overdose) Suicide,Male,Arizona,12
55-64,2019,Drug poisonings (overdose) Suicide,Male,California,56
55-64,2019,Drug poisonings (overdose) Suicide,Male,Colorado,12
55-64,2019,Drug poisonings (overdose) Suicide,Male,Connecticut,11
55-64,2019,Drug poisonings (overdose) Suicide,Male,Florida,48
55-64,2019,Drug poisonings (overdose) Suicide,Male,Georgia,10
55-64,2019,Drug poisonings (overdose) Suicide,Male,Illinois,19
55-64,2019,Drug poisonings (overdose) Suicide,Male,Kentucky,10
55-64,2019,Drug poisonings (overdose) Suicide,Male,Massachusetts,11
55-64,2019,Drug poisonings (overdose) Suicide,Male,Michigan,13
55-64,2019,Drug poisonings (overdose) Suicide,Male,Minnesota,17
55-64,2019,Drug poisonings (overdose) Suicide,Male,Missouri,11
55-64,2019,Drug poisonings (overdose) Suicide,Male,Nevada,10
55-64,2019,Drug poisonings (overdose) Suicide,Male,New York,26
55-64,2019,Drug poisonings (overdose) Suicide,Male,North Carolina,14
55-64,2019,Drug poisonings (overdose) Suicide,Male,Ohio,14
55-64,2019,Drug poisonings (overdose) Suicide,Male,Pennsylvania,22
55-64,2019,Drug poisonings (overdose) Suicide,Male,Texas,32
55-64,2019,Drug poisonings (overdose) Suicide,Male,Washington,15
55-64,2019,Drug poisonings (overdose) Suicide,Male,Wisconsin,10
55-64,2019,Drug poisonings (overdose) Undetermined,Female,Georgia,10
55-64,2019,Drug poisonings (overdose) Undetermined,Female,Maryland,118
55-64,2019,Drug poisonings (overdose) Undetermined,Female,Michigan,20
55-64,2019,Drug poisonings (overdose) Undetermined,Female,New York,12
55-64,2019,Drug poisonings (overdose) Undetermined,Male,Louisiana,10
55-64,2019,Drug poisonings (overdose) Undetermined,Male,Maryland,271
55-64,2019,Drug poisonings (overdose) Undetermined,Male,Michigan,30
55-64,2019,Drug poisonings (overdose) Undetermined,Male,New York,14
55-64,2019,All other drug-induced causes,Female,Alabama,13
55-64,2019,All other drug-induced causes,Female,California,38
55-64,2019,All other drug-induced causes,Female,Florida,21
55-64,2019,All other drug-induced causes,Female,Georgia,10
55-64,2019,All other drug-induced causes,Female,Michigan,10
55-64,2019,All other drug-induced causes,Female,New York,15
55-64,2019,All other drug-induced causes,Female,Ohio,14
55-64,2019,All other drug-induced causes,Female,Tennessee,11
55-64,2019,All other drug-induced causes,Female,Texas,20
55-64,2019,All other drug-induced causes,Female,Washington,11
55-64,2019,All other drug-induced causes,Male,Alabama,35
55-64,2019,All other drug-induced causes,Male,Arizona,21
55-64,2019,All other drug-induced causes,Male,California,116
55-64,2019,All other drug-induced causes,Male,Connecticut,10
55-64,2019,All other drug-induced causes,Male,Florida,35
55-64,2019,All other drug-induced causes,Male,Georgia,16
55-64,2019,All other drug-induced causes,Male,Indiana,12
55-64,2019,All other drug-induced causes,Male,Kentucky,11
55-64,2019,All other drug-induced causes,Male,Massachusetts,19
55-64,2019,All other drug-induced causes,Male,Michigan,21
55-64,2019,All other drug-induced causes,Male,Minnesota,25
