,name_twitter,screen_name,created_at,location,description,followers_count,friends_count,listed_count,favourites_count,time_zone,statuses_count,lang
2335,Amberton University,AmbertonU,12/09/13 09:06 PM,"Garland/Frisco, TX",Educating Adults for more than 40 years. Offering Undergraduate and Graduate programs through both lecture and distance-learning options.,79,10,2,0,Central Time (US & Canada),5,en
2336,University System MD,Univ_System_MD,12/17/13 04:01 PM,"Adelphi, MD","A public system comprised of 12 institutions, 2 regional higher ed. centers, and a system office, the University System of Maryland advances the State of MD.",489,298,19,127,,779,en
2337,SFLK Comm College,SUNYSFLK,12/27/13 02:59 PM,"Suffolk County, NY",Suffolk County Community College. Welcome to our official Twitter account.,1494,735,28,2,America/Detroit,1829,en
2338,Holy Apostles C&S,HolyApostlesedu,12/28/13 04:53 PM,"Cromwell, CT",Official Twitter for Holy Apostles College & Seminary.,515,46,10,188,Eastern Time (US & Canada),1123,en
2339,CC of Spokane,CCofSpokane,01/02/14 09:24 PM,Eastern Washington,"Community Colleges of Spokane is a dynamic, community college district that includes SCC, SFCC and 6 rural education sites. We enroll 34,000 students each year.",487,300,26,69,,663,en
2340,NMCC Maine,NMCCMaine,01/06/14 04:24 PM,"Presque Isle, Maine",Providing education that leads to a more fulfilling life through aligning its graduates with meaningful employment and higher education opportunities.,25,25,2,0,Eastern Time (US & Canada),8,en
2341,Carteret CC,CarteretCC,01/07/14 04:50 PM,"Morehead City, NC","Study at the beach!  Nationally accredited university transfer, career/job training programs, and life enrichment â€“ Carteret CC can help you.",274,120,14,9,Eastern Time (US & Canada),311,en
2342,Oakwood University,OakwoodU,01/08/14 05:43 PM,"Huntsville, AL",The OFFICIAL Oakwood University Twitter Account: Follow us to stay up to date on what's happening at OU! God First!,1411,265,17,200,Central Time (US & Canada),1933,en
2343,"LCNE_Southington, CT",LCNESouthington,01/23/14 07:37 PM,"Sounthington, CT",Lincoln College of New England prides itself on providing a wide array of programs with a hands-on approach to learning.,62,15,1,14,Pacific Time (US & Canada),156,en
2344,College of Saint E,CollegeOfSaintE,01/24/14 03:23 PM,"Morristown, New Jersey","The Official Twitter Page of the College of Saint Elizabeth. 2 Convent Road, Morristown, NJ 07960. (800) 210-7900. (973) 290-4636 https://t.co/2VhU5zA4iK",475,197,15,546,,1848,en
2345,Trinity College FL,trincollegefl,01/30/14 06:09 PM,"Trinity, Florida",,369,409,8,2100,Eastern Time (US & Canada),1342,en
2346,WCJC,wcjclife,01/31/14 10:25 PM,,"Wharton County Junior College updates, news and events for students and community members.",191,196,2,6,,78,en
2347,Baptist College ,BCHSHCARE,02/04/14 05:01 PM,"Memphis, TN","Private Christian College in Memphis, Tenn. offering 9 majors in health care professions.",84,70,3,39,Central Time (US & Canada),134,en
2348,The Christ College,TCCNHSBravos,02/06/14 11:58 PM,,,189,181,2,88,,508,en
2349,Penn State Mont Alto,montaltopsu,02/11/14 01:53 PM,"Mont Alto, PA","Penn State Mont Alto is the oldest campus outside of University Park of the Pennsylvania State University, located in beautiful south central Pennsylvania.",64,0,5,0,,175,en
2350,LeMoyne-Owen College,LOC_Magicians,02/12/14 01:36 AM,"Memphis, Tennessee",LeMoyne-Owen College Official Site,242,46,6,11,Central Time (US & Canada),548,en
2351,UPR Humacao,UPRHComunica,02/14/14 04:20 PM,"Humacao, Puerto Rico",Cuenta oficial de la UPR en Humacao. InstituciÃ³n pÃºblica de educaciÃ³n superior de la regiÃ³n centro oriental de PR. uprh.comunica@upr.edu #uprh #bÃºhos,3076,456,27,4791,Atlantic Time (Canada),7249,en
2352,Bryan COHS,BryanCOHS,02/17/14 02:25 AM,,Providing clinical and academic excellence through collaboration with Bryan Health System and the health care community.,81,18,1,108,,91,en
2353,Jefferson,JeffersonUniv,02/26/14 07:49 PM,"Philadelphia, Pa","Thomas Jefferson University provides great care to patients, educates the health professionals of tomorrow, and seeks new knowledge to redefine care.",1468,377,49,1362,,2285,en
2354,Bryn Athyn College,bryn_athyn,02/26/14 08:20 PM,"Bryn Athyn, PA",Think for yourself. Live for others.,158,22,2,40,Eastern Time (US & Canada),327,en
2355,EvergreenValleyColl,OfficialEVC,03/13/14 06:05 PM,"San Jose, CA",A dynamic Community College transforming lives everyday. Join us!,303,5,4,2,Pacific Time (US & Canada),168,en
2356,SanJoseCityCollege,OfficialSJCC,03/13/14 10:44 PM,"San Jose, CA",Community College,124,7,8,2,,177,en
2357,SanJose-EvergreenCCD,OfficialSJECCD,03/13/14 11:11 PM,"San Jose, CA",Community College District,58,8,5,4,,152,en
2358,MACU,MAChristianUniv,04/08/14 08:30 AM,"Oklahoma City, Okla.",,498,157,8,154,Central Time (US & Canada),609,en
2359,Palo Alto University,LifeAtPAU,04/15/14 10:27 PM,"Palo Alto, CA","Offering Bachelor's #CollegeTransfer, Master's, and Doctoral programs in #psychology. Non-profit and accredited. Get in touch with us today!",122,123,11,15,Arizona,887,en
2360,Chattahoochee Valley,CVCCPirates,04/17/14 07:14 PM,"Phenix City, AL","Two-year community college located in Phenix City, AL. Home of the Pirates!",196,54,2,116,Eastern Time (US & Canada),320,en
2361,Pitt-Greensburg,Pitt_Greensburg,04/22/14 04:27 PM,"Greensburg, PA","The Official Twitter of the University of Pittsburgh at Greensburg. #H2PG!


http://t.co/VBLKZ2FxCX",757,455,19,1902,Atlantic Time (Canada),2383,en
2362,Martin University,MartinU1977,05/05/14 06:37 PM,"Indianapolis, IN",In its early years it was called a haven of hope ....It is still a haven of hope.,40,15,4,6,,496,en
2363,Penn State Fayette,psu_fayette,05/13/14 05:00 PM,"Fayette County, Pennsylvania","This is the official Twitter account of Penn State Fayette, The Eberly Campus, founded in 1965 to provide a high-quality education in southwestern Pennsylvania",210,41,9,11,Atlantic Time (Canada),427,en
2364,Augusta Tech,AugustaTech1,05/13/14 06:06 PM,"Augusta, Georgia","Augusta Technical College is a two-year college based in Augusta, Georgia offering over 100 Technical Certificates of Credit, Diplomas, and Degrees.",67,37,2,0,,50,en
2365,Methodist College,MethodistCOL,05/21/14 09:52 PM,"Peoria, Illinois","Established in 1900, Methodist College is a private institution located in Peoria, Illinois focused strictly on nursing and health sciences.",55,16,2,6,,357,en
2366,Las Positas College,LPCOfficial,05/23/14 04:06 PM,,,145,12,6,9,,227,en
2367,West LA College,westlacollege,05/29/14 09:29 PM,"Culver City, CA, USA","Follow us to get updates on important dates, campus events, scholarships and services and more!",66,19,1,4,,275,en
2368,Austin Grad,AustinGradEdu,06/05/14 08:02 PM,"Austin, TX",Austin Graduate School of Theology is a seminary offering B.A. and M.A. accredited degrees.,1592,133,1,17,Eastern Time (US & Canada),180,en
2369,Athens Tech,AthensTechGA,06/19/14 01:13 PM,"Athens, GA USA",,232,114,6,158,Atlantic Time (Canada),313,en
2370,De Anza College,deanza_college,06/19/14 07:29 PM,21250 Stevens Creek Boulevard,A top-ranked California community college in transfers to universities; nationally recognized for student success rates. Located in the heart of Silicon Valley.,575,30,13,149,Arizona,781,en
2371,SCC,sampsoncctweets,06/23/14 02:41 PM,"Clinton, NC",Sampson Community College,25,11,0,1,Atlantic Time (Canada),220,en
2372,CRC,ChooseCRC,06/25/14 07:15 PM,South Sacramento & Elk Grove,"Cosumnes River College (CRC), located in S. Sacramento County, provides outstanding academic and vocational training to a diverse community of 15,000 students.",597,961,10,161,Pacific Time (US & Canada),354,en
2373,Coastal Pines Tech,coastalpinestc,07/02/14 03:28 PM,Southeast Georgia,"A  two-year college in Southeast Georgia that supports the workforce development and lifelong learning needs of communities, businesses, and industries.",115,50,2,0,Eastern Time (US & Canada),47,en
2374,BridgeValley,BridgeValley201,07/15/14 07:31 PM,Montgomery & South Charleston ,"BridgeValley offers leading-edge technology, innovative ideas, and dynamic technical education to our students and our communities.",152,38,0,3,Eastern Time (US & Canada),215,en
2375,Porterville College,PCollegePirates,07/28/14 06:01 PM,"Porterville, California",Official Twitter for Porterville College #portervillecollege #pcpirates,182,62,13,227,,683,en
2376,WSCC,wsccMain,07/28/14 09:25 PM,"Marietta, OH",,71,28,0,0,Eastern Time (US & Canada),286,en
2377,HW College,HW_College,07/30/14 09:41 PM,,"The official Twitter feed of Harold Washington College, one of the @ChiCityColleges. Got Q's? Ask @ChiCityColleges.",345,163,8,178,,551,en
2378,CCON,CCONnurses,08/04/14 06:53 PM,"Glendale, WI","The official Twitter for Columbia College of Nursing in Glendale, WI.",46,93,2,4,Midway Island,97,en
2379,Malcolm X College,MX_College,08/07/14 03:00 PM,"Chicago, IL","The official Twitter feed of Malcolm X College, one of the @ChiCityColleges. Got Q's? Ask @ChiCityColleges.",277,180,8,37,Central Time (US & Canada),351,en
2380,Olive-Harvey College,OliveHarvey_CCC,08/13/14 05:20 PM,"Chicago, IL","The official Twitter feed of Olive-Harvey College, one of the @ChiCityColleges. Got Q's? Ask @ChiCityColleges.",158,60,2,18,Central Time (US & Canada),224,en
2381,Lane College,thelanecollege,08/14/14 01:52 AM,"Jackson, Tennessee",The official twitter page of Lane College. Provides a liberal arts curriculum leading to baccalaureate degrees in the Arts and Sciences. #LaneCollege_RYS15,191,77,6,33,,759,en
2382,Daley College,DaleyCollege,08/20/14 07:42 PM,"Chicago, IL","The official Twitter feed of Richard J. Daley College, one of the @ChiCityColleges. Got Q's? Ask @ChiCityColleges.",201,107,4,32,Central Time (US & Canada),255,en
2383,Nicole Pennington,ousdean,08/25/14 10:37 PM,Ohio University Southern,,83,91,1,62,,337,en
2384,MSTC,FollowMSTC,08/21/14 03:43 PM,"Wisconsin Rapids, WI",MSTC transforms lives through the power of teaching and learning.,127,72,5,22,Central Time (US & Canada),500,en
2385,OPSU,OPSU_Aggies,08/27/14 09:02 PM,"Goodwell, Okla.",The official account of Oklahoma Panhandle State University.,148,50,3,1,,427,en
2386,Herkimer College,HerkimerCollege,09/05/14 06:04 PM,"Herkimer, NY","Official Twitter for Herkimer College, a top-ranked SUNY community college based on student success.",335,236,3,58,,212,en
2387,Rush University,RushUniversity,09/08/14 03:43 PM,Chicago,"Official Twitter home of Rush University. Combining education, research, community service and patient care to train future health care leaders. #RushUniversity",415,177,11,136,,279,en
2388,Black Hawk College,BHCRecruit,09/09/14 05:49 AM,"Moline, IL ","Black Hawk College offers more than 140 career & transfer options. If you're ready to take the next step, we can help! http://t.co/5ra59vAwMr 309-796-5000",425,435,8,353,,414,en
2389,UPR Carolina Informa,UPRCA_Informa,10/06/14 07:32 PM,Carolina PR,Bienvenidos a la pÃ¡gina oficial de la Universidad de Puerto Rico en Carolina 787-257-0000,1259,78,15,605,,2074,en
2390,Notre Dame Seminary,NDS_NOLA,09/15/14 09:10 PM,New Orleans Louisiana,https://t.co/QgqppXY204,184,75,5,130,,346,en
2391,WTC,WTCollege1969,10/09/14 05:38 PM,"Kingstree, SC",Two-year technical college,22,43,0,0,,37,en
2392,Howard College ,Howard_College,10/09/14 06:45 PM,"Big Spring, TX","For Learning...For Earning, For Life!",59,18,0,14,,174,en
2393,#FDTC,FloDar_Tech,09/23/14 08:31 PM,"Florence, SC","The official account for Florence-Darlington Technical College located in Florence, SC. #FDTC has six locations across Florence, Darlington and Marion Counties.",423,239,4,338,,640,en
2394,James Sprunt CC,JamesSpruntCC,09/25/14 12:48 PM,,,38,25,0,0,Eastern Time (US & Canada),40,en
2395,Clark State,clarkstate,10/30/14 08:16 PM,"Springfield, Ohio","The official Twitter account for #ClarkState Community College. Follow @clarkstatepres, @clarkstatenews, @csccathletics and @clarkstatewfd for more info.",798,1936,7,270,,380,en
2396,Piedmont College,PiedmontGA,10/13/14 08:19 PM,"Demorest, GA","Founded in 1897, Piedmont is an independent, comprehensive, co-educational liberal arts college with campuses in both Demorest and Athens.",434,331,5,155,,859,en
2397,Salus University,SalusUniversity,11/13/14 05:07 PM,"Elkins Park, PA ",Salus University is a globally recognized professional academic medical center of learning that offers a wide range of post-graduate degrees.,171,289,14,235,Eastern Time (US & Canada),523,en
2398,St.Vincent's College,StVincentsColl,12/03/14 08:37 PM,"Bridgeport, CT",The official Twitter account for St. Vincent's College.,70,28,6,2,Eastern Time (US & Canada),256,en
2399,Clarkson College,ClarksonCollege,12/29/14 02:40 PM,"Omaha, Neb.","The Mission of Clarkson College is to prepare students to professionally provide high quality, ethical and compassionate health care services.",200,203,1,48,Central Time (US & Canada),322,en
2400,Gogebic Comm College,GogebicCollege,01/07/15 03:11 PM,"Ironwood, MI","BOLD careers begin here! We offer more than 60 Associate Degree and Certificate programs. Study in Ironwood, MI; Houghton, MI; or Online. Go BOLD!",126,236,3,168,,399,en
2401,Rosalind Franklin U,RFUniversity,01/15/15 05:34 PM,"North Chicago, IL",Follow us for updates about Rosalind Franklin University of Medicine and Science. Links & Policies http://t.co/V1sic7BeD7,205,181,7,41,,144,en
2402,Pardee RAND,PardeeRAND,01/16/15 06:37 PM,"Santa Monica, CA","The original - and largest - public policy Ph.D. program, and the only one based at an independent public policy research organization (@RANDCorporation).",282,111,29,475,Eastern Time (US & Canada),663,en
2403,Midland College,Midland_College,01/14/15 05:04 PM,"Midland, Texas, USA","MC offers 100+ degree and certificate programs, continuing ed programs, a Bachelorâ€™s degree in Organizational Management, and access to upper-level degrees.",358,1030,7,0,,578,en
2404,UPRAGOFICIAL,UPRAGOFICIAL,01/19/15 02:35 PM,,,404,79,9,659,,1475,en
2405,WCCC,WCCC_Maine,02/10/15 03:51 PM,"Calais, Maine",Washington County Community College offers 28 programs of study. Ranked in the Top 10% of Community Colleges in the Nation by the Aspen Institute in 2014.,21,16,0,0,Eastern Time (US & Canada),232,en
2406,Umpqua CC ,umpquacc,03/26/15 11:33 PM,"Roseburg, OR","Umpqua Community College aspires to be the center for quality teaching and learning, and a key partner in the well being and enrichment of our communities.",586,153,29,19,,104,en
2407,M State College,MStateCollege,04/28/15 06:40 PM,"Minnesota, USA","At Minnesota State Community and Technical College, you can earn a transfer degree or enroll in one of more than 70 career and technical programs. Learn more!",49,74,0,19,Central Time (US & Canada),181,en
